Entité,Tatouage,Code Exploitant,Axe,Sens,Pr,Famille ,Type famille,Description de l'équipement,Type d'axe,Axe 2aire,État,Local,Équipement parent,Tunnel,Latitude,Longitude,Mise en service le,Sirius 3.0
AGER_OUEST_N,L10.926H,FAIDHERBE_HT,A86OUEST,I,"79,039",LOCAL,LOCAL-LTU-HT,LTU FAIDHERBE / Local HT,L,,EXPLOI,,L10.298K,NANTERRE_CENTRE,"48,89763","2,197972",,Non
AGER_OUEST_N,L10.927J,FAIDHERBE_OND,A86OUEST,I,"79,039",LOCAL,LOCAL-LTU,LTU FAIDHERBE / Local Onduleur,L,,EXPLOI,,L10.298K,NANTERRE_CENTRE,"48,89763","2,197972",,Non
AGER_OUEST_N,L10.928K,FAIDHERBE_TGBT,A86OUEST,I,"79,039",LOCAL,LOCAL-LTU,LTU FAIDHERBE / Local TGBT,L,,EXPLOI,,L10.298K,NANTERRE_CENTRE,"48,89763","2,197972",,Non
AGER_OUEST_N,L10.929L,HOCHE_GTC,A86OUEST,I,"79,0715",LOCAL,LOCAL-LTU,LTU HOCHE / Local GTC,L,,EXPLOI,,L10.299L,NANTERRE_CENTRE,"48,90007","2,200658",,Non
AGER_OUEST_N,L10.931N,HOCHE_TGBT,A86OUEST,I,"79,0715",LOCAL,LOCAL-LTU-HT,LTU HOCHE / Local TGBT,L,,EXPLOI,,L10.299L,NANTERRE_CENTRE,"48,90007","2,200658",,Non
AGER_OUEST_N,L10.932P,HOCHE_BATT,A86OUEST,I,"79,0715",LOCAL,LOCAL-LTU,LTU HOCHE / Local Batterie,L,,EXPLOI,,L10.299L,NANTERRE_CENTRE,"48,90007","2,200658",,Non
AGER_OUEST_N,L10.933R,HOCHE_OND,A86OUEST,I,"79,0715",LOCAL,LOCAL-LTU,LTU HOCHE / Local Onduleur,L,,EXPLOI,,L10.299L,NANTERRE_CENTRE,"48,90007","2,200658",,Non
AGER_OUEST_N,L10.934S,SP_HOCHE,A86OUEST,I,"79,0715",LOCAL,LOCAL-SP,LTU HOCHE / Station de Pompage,L,,EXPLOI,,L10.299L,NANTERRE_CENTRE,"48,90024","2,200403",,Non
AGER_OUEST_N,L10.935T,JULES-QUENTIN_GE,A86OUEST,E,"78,07",LOCAL,LOCAL-LTU,LTU JULES QUENTIN / Local Groupe Electrogène,L,,EXPLOI,,L10.297J,NANTERRE_CENTRE,"48,89495","2,191475",,Non
AGER_OUEST_N,L10.936U,JULES-QUENTIN_GTC,A86OUEST,E,"78,07",LOCAL,LOCAL-LTU,LTU JULES QUENTIN / Local GTC,L,,EXPLOI,,L10.297J,NANTERRE_CENTRE,"48,89495","2,191475",,Non
AGER_OUEST_N,L10.937V,JULES-QUENTIN_HT,A86OUEST,E,"78,07",LOCAL,LOCAL-LTU-HT,LTU JULES QUENTIN / Local HTA Distribution,L,,EXPLOI,,L10.297J,NANTERRE_CENTRE,"48,89495","2,191475",,Non
AGER_OUEST_N,L10.938W,JULES-QUENTIN_PL,A86OUEST,E,"78,07",LOCAL,LOCAL-PL,LTU JULES QUENTIN / Local HT Livraison,L,,EXPLOI,,L10.297J,NANTERRE_CENTRE,"48,89495","2,191475",,Non
AGER_OUEST_N,L10.939X,JULES-QUENTIN_RADIO,A86OUEST,E,"78,07",LOCAL,LOCAL-LTU,LTU JULES QUENTIN / Local Radio,L,,EXPLOI,,L10.297J,NANTERRE_CENTRE,"48,89495","2,191475",,Non
AGER_OUEST_N,L10.941A,JULES-QUENTIN_TGBT,A86OUEST,E,"78,07",LOCAL,LOCAL-LTU,LTU JULES QUENTIN / Local TGBT,L,,EXPLOI,,L10.297J,NANTERRE_CENTRE,"48,89495","2,191475",,Non
AGER_OUEST_N,L10.942C,JULES-QUENTIN_HT-TR2,A86OUEST,E,"78,07",LOCAL,LOCAL-LTU-HT,LTU JULES QUENTIN / Local HT Transformateur 2 - Intérieur,L,,EXPLOI,,L10.297J,NANTERRE_CENTRE,"48,89495","2,191475",,Non
AGER_OUEST_N,L10.943D,SP_JULES-QUENTIN,A86OUEST,E,"78,07",LOCAL,LOCAL-SP,LTU JULES QUENTIN / Station de Pompage,L,,EXPLOI,,L10.297J,NANTERRE_CENTRE,"48,894978","2,191472",,Non
AGER_OUEST_B,L10.944E,LOCAL_W1,A12,W,"5,032",LOCAL,LOCAL-LTU,LTU Local de Ventilation W1,,,EXPLOI,,,FONTENAY,,,,Non
AGER_OUEST_B,L10.945F,LOCAL_W2,A12,W,"5,032",LOCAL,LOCAL-LTU,LTU Local de Ventilation W2,,,EXPLOI,,,FONTENAY,,,,Non
AGER_OUEST_B,L10.946G,LOCAL_W3,A12,W,"5,032",LOCAL,LOCAL-LTU,LTU Local de Ventilation W3,,,EXPLOI,,,FONTENAY,,,,Non
AGER_OUEST_B,L10.947H,LOCAL_W4,A12,W,"5,032",LOCAL,LOCAL-LTU,LTU Local de Ventilation W4,,,EXPLOI,,,FONTENAY,,,,Non
AGER_OUEST_B,L10.948J,LOCAL_W5,A12,W,"5,032",LOCAL,LOCAL-LTU,LTU Local de Ventilation W5,,,EXPLOI,,,FONTENAY,,,,Non
AGER_OUEST_B,L10.949K,LOCAL_Y1,A12,Y,"5,032",LOCAL,LOCAL-LTU,LTU Local de Ventilation Y1,,,EXPLOI,,,FONTENAY,,,,Non
AGER_OUEST_B,L10.951M,LOCAL_Y2,A12,Y,"5,032",LOCAL,LOCAL-LTU,LTU Local de Ventilation Y2,,,EXPLOI,,,FONTENAY,,,,Non
AGER_OUEST_B,L10.952N,LOCAL_Y3,A12,Y,"5,032",LOCAL,LOCAL-LTU,LTU Local de Ventilation Y3,,,EXPLOI,,,FONTENAY,,,,Non
AGER_OUEST_B,L10.953P,LOCAL_Y4,A12,Y,"5,032",LOCAL,LOCAL-LTU,LTU Local de Ventilation Y4,,,EXPLOI,,,FONTENAY,,,,Non
AGER_OUEST_B,L10.954R,LOCAL_Y5,A12,Y,"5,032",LOCAL,LOCAL-LTU,LTU Local de Ventilation Y5,,,EXPLOI,,,FONTENAY,,,,Non
AGER_OUEST_N,L10.955S,SP_NEUILLY-EST,N13,Y,"7,0858",LOCAL,LOCAL-SP,Station de Pompage Neuilly-Est,,,EXPLOI,,,NEUILLY,"48,88421","2,262317",,Non
AGER_OUEST_N,L10.956T,NEUILLY-EST_AF,N13,Y,"7,0923",LOCAL,LOCAL-LTU,LTU NEUILLY EST / Local Ventilation,,,EXPLOI,,L10.327U,NEUILLY,"48,884525","2,261622",,Non
AGER_OUEST_N,L10.957U,SP_NEUILLY-OUEST,N13,W,"8,015",LOCAL,LOCAL-SP,Station de Pompage Neuilly-Ouest,,,EXPLOI,,,NEUILLY,"48,88518","2,258492",,Non
AGER_OUEST_N,L10.958V,NEUILLY-OUEST_TGBT,N13,W,"8,0256",LOCAL,LOCAL-LTU-HT,LTU NEUILLY OUEST / Local TGBT,,,EXPLOI,,L10.326T,NEUILLY,"48,885735","2,257267",,Non
AGER_OUEST_N,L10.959W,NEUILLY-OUEST_OND,N13,W,"8,0256",LOCAL,LOCAL-LTU,LTU NEUILLY OUEST / Local Onduleur,,,EXPLOI,,L10.326T,NEUILLY,"48,885735","2,257267",,Non
AGER_OUEST_N,L10.961Y,NEUILLY-OUEST_AF,N13,W,"8,0256",LOCAL,LOCAL-LTU,LTU NEUILLY OUEST / Local Ventilation,,,EXPLOI,,L10.326T,NEUILLY,"48,885735","2,257267",,Non
AGER_OUEST_N,L10.962A,SP_PIERRE-TIMBAUD,N315,Y,"3,04",LOCAL,LOCAL-SP,Station de Pompage Pierre Timbaud,,,EXPLOI,,,SEVINES,"48,933685","2,30245",,Non
AGER_OUEST_B,L10.963C,TGBT_POINTBAS,A13,Y,"1,05",LOCAL,LOCAL-LTU,Local TGBT de la station de Pompage Point Bas,,,EXPLOI,,,AMBROISE_PARE,"48,84849","2,2365",,Non
AGER_OUEST_B,L10.964D,SP_PONTCHARTRAIN,N12,W,"37,0608",LOCAL,LOCAL-SP,Station de Pompage de Pontchartrain,,,EXPLOI,,,CHENNEVIERES,"48,798145","1,912942",,Non
AGER_OUEST_B,L10.965E,PONTCHARTRAIN_HT,N12,Y,"37,026",LOCAL,LOCAL-LTU-HT,LTU PONTCHARTRAIN / Local HT,,,EXPLOI,,L10.264U,CHENNEVIERES,"48,798176","1,913153",,Non
AGER_OUEST_B,L10.966F,PONTCHARTRAIN_OND,N12,Y,"37,026",LOCAL,LOCAL-LTU,LTU PONTCHARTRAIN / Local Onduleur,,,EXPLOI,,L10.264U,CHENNEVIERES,"48,798176","1,913153",,Non
AGER_OUEST_B,L10.967G,PONTCHARTRAIN_TGBT,N12,Y,"37,026",LOCAL,LOCAL-LTU,LTU PONTCHARTRAIN / Local TGBT Normal,,,EXPLOI,,L10.264U,CHENNEVIERES,"48,798176","1,913153",,Non
AGER_OUEST_B,L10.968H,PONTCHARTRAIN_TGBTS,N12,Y,"37,026",LOCAL,LOCAL-LTU,LTU PONTCHARTRAIN / Local TGBT Secours,,,EXPLOI,,L10.264U,CHENNEVIERES,"48,798176","1,913153",,Non
AGER_OUEST_B,L10.969J,PONTCHARTRAIN_TR,N12,Y,"37,026",LOCAL,LOCAL-LTU,LTU PONTCHARTRAIN / Local Transformateur,,,EXPLOI,,L10.264U,CHENNEVIERES,"48,798176","1,913153",,Non
AGER_OUEST_N,L10.971L,SP_R,A14,Y,"4,03",LOCAL,LOCAL-SP,Station de Pompage R,,,EXPLOI,,,LA_DEFENSE,"48,903053","2,199058",,Non
AGER_OUEST_N,L10.972M,SP_S,A86OUEST,I,"79,1",LOCAL,LOCAL-SP,Station de Pompage S,,,EXPLOI,,,NANTERRE_CENTRE,"48,901768","2,203169",,Non
AGER_OUEST_N,L10.973N,SEVINES_GTC,N315,Y,"3,015",LOCAL,LOCAL-LTU,LTU SEVINES / Local GTC,,,EXPLOI,,L10.343N,SEVINES,"48,931496","2,302694",,Non
AGER_OUEST_N,L10.974P,SEVINES_HT15,N315,Y,"3,015",LOCAL,LOCAL-LTU-HT,LTU SEVINES / Local HT 15kV,,,EXPLOI,,L10.343N,SEVINES,"48,931496","2,302694",,Non
AGER_OUEST_N,L10.975R,SEVINES_HT20,N315,Y,"3,015",LOCAL,LOCAL-LTU-HT,LTU SEVINES / Local HT 20kV,,,EXPLOI,,L10.343N,SEVINES,"48,931496","2,302694",,Non
AGER_OUEST_N,L10.976S,SEVINES_HT,N315,Y,"3,015",LOCAL,LOCAL-LTU-HT,LTU SEVINES / Local HT Distribution,,,EXPLOI,,L10.343N,SEVINES,"48,931496","2,302694",,Non
AGER_OUEST_N,L10.977T,SEVINES_OND,N315,Y,"3,015",LOCAL,LOCAL-LTU,LTU SEVINES / Local Onduleur,,,EXPLOI,,L10.343N,SEVINES,"48,931496","2,302694",,Non
AGER_OUEST_N,L10.978U,SEVINES_TGBT,N315,Y,"3,015",LOCAL,LOCAL-LTU,LTU SEVINES / Local TGBT,,,EXPLOI,,L10.343N,SEVINES,"48,931496","2,302694",,Non
AGER_OUEST_N,L10.979V,SEVINES_TR,N315,Y,"3,015",LOCAL,LOCAL-LTU,LTU SEVINES / Local Transformateur,,,EXPLOI,,L10.343N,SEVINES,"48,931496","2,302694",,Non
AGER_OUEST_N,L10.981X,SEVINES_AF,N315,Y,"3,015",LOCAL,LOCAL-LTU,LTU SEVINES / Local Ventilation,,,EXPLOI,,L10.343N,SEVINES,"48,931496","2,302694",,Non
AGER_OUEST_B,L10.982Y,SP_SP1-RUEIL,A86OUEST,I,"75,01",LOCAL,LOCAL-SP,Station de Pompage SP1,,,EXPLOI,,,BELLE-RIVE,"48,872402","2,157506",,Non
AGER_OUEST_B,L10.983A,SP_SP2-REUIL,A86OUEST,E,"76,092",LOCAL,LOCAL-SP,Station de Pompage SP2,,,EXPLOI,,,BELLE-RIVE,"48,885082","2,165111",,Non
AGER_OUEST_B,L10.984C,SP_SP3-RUEIL,A86OUEST,E,"77,004",LOCAL,LOCAL-SP,Station de Pompage SP3,,,EXPLOI,,,BELLE-RIVE,"48,88616","2,165133",,Non
AGER_OUEST_B,L10.985D,STADE_CF,A86OUEST,E,"75,0266",LOCAL,LOCAL-LTU,LTU STADE / Local CA,,,EXPLOI,,L10.334D,LA_JONCHERE,"48,87422","2,157414",,Non
AGER_OUEST_B,L10.986E,STADE_COF,A86OUEST,E,"75,0266",LOCAL,LOCAL-LTU,LTU STADE / Local COFIROUTE,,,EXPLOI,,L10.334D,LA_JONCHERE,"48,87422","2,157414",,Non
AGER_OUEST_B,L10.987F,STADE_DIV1,A86OUEST,E,"75,0266",LOCAL,LOCAL-LTU,LTU STADE / Local Divers n°1,,,EXPLOI,,L10.334D,LA_JONCHERE,"48,87422","2,157414",,Non
AGER_OUEST_B,L10.988G,STADE_DIV2,A86OUEST,E,"75,0266",LOCAL,LOCAL-LTU,LTU STADE / Local Divers n°2,,,EXPLOI,,L10.334D,LA_JONCHERE,"48,87422","2,157414",,Non
AGER_OUEST_B,L10.989H,STADE_PL,A86OUEST,E,"75,0266",LOCAL,LOCAL-PL,LTU STADE / Local EDF,,,EXPLOI,,L10.334D,LA_JONCHERE,"48,87422","2,157414",,Non
AGER_OUEST_B,L10.991K,STADE_GTC,A86OUEST,E,"75,0266",LOCAL,LOCAL-LTU,LTU STADE / Local GTC,,,EXPLOI,,L10.334D,LA_JONCHERE,"48,87422","2,157414",,Non
AGER_OUEST_B,L10.992L,STADE_HT,A86OUEST,E,"75,0266",LOCAL,LOCAL-LTU-HT,LTU STADE / Local HT,,,EXPLOI,,L10.334D,LA_JONCHERE,"48,87422","2,157414",,Non
AGER_OUEST_B,L10.993M,STADE_OND,A86OUEST,E,"75,0266",LOCAL,LOCAL-LTU,LTU STADE / Local Onduleur,,,EXPLOI,,L10.334D,LA_JONCHERE,"48,87422","2,157414",,Non
AGER_OUEST_B,L10.994N,STADE_RADIO,A86OUEST,E,"75,0266",LOCAL,LOCAL-LTU,LTU STADE / Local Radio,,,EXPLOI,,L10.334D,LA_JONCHERE,"48,87422","2,157414",,Non
AGER_OUEST_B,L10.995P,STADE_TGBT,A86OUEST,E,"75,0266",LOCAL,LOCAL-LTU,LTU STADE / Local TGBT,,,EXPLOI,,L10.334D,LA_JONCHERE,"48,87422","2,157414",,Non
AGER_OUEST_B,L10.996R,TDP OUEST_BT,A13,Y,"3,093",LOCAL,LOCAL-LTU,LTU TETE DE PUITS OUEST / Local BT,,,EXPLOI,,L11.504U,SAINT-CLOUD,"48,839607","2,212114",,Non
AGER_OUEST_B,L10.997S,TDP EST_HT A,A13,Y,"3,093",LOCAL,LOCAL-LTU-HT,LTU TETE DE PUITS EST / Local HT A,,,EXPLOI,,L10.339J,SAINT-CLOUD,"48,839607","2,212114",,Non
AGER_OUEST_B,L10.998T,TDP OUEST_HT B,A13,Y,"3,093",LOCAL,LOCAL-LTU-HT,LTU TETE DE PUITS OUEST / Local HT B,,,EXPLOI,,L11.504U,SAINT-CLOUD,"48,839607","2,212114",,Non
AGER_OUEST_N,L10.999U,USINE-A1_BATT,A14,Y,"1,04",LOCAL,LOCAL-LTU,LTU USINE A1 / Local Batteries,,,EXPLOI,,L10.269A,LA_DEFENSE,"48,89295","2,234783",,Non
AGER_OUEST_N,L11.001W,USINE-A1_GTC,A14,Y,"1,04",LOCAL,LOCAL-LTU,LTU USINE A1 / Local GTC,,,EXPLOI,,L10.269A,LA_DEFENSE,"48,89295","2,234783",,Non
AGER_OUEST_N,L11.002X,USINE-A1_PL1,A14,Y,"1,04",LOCAL,LOCAL-PL,LTU USINE A1 / Local HT Poste de livraison 1,,,EXPLOI,,L10.269A,LA_DEFENSE,"48,89295","2,234783",,Non
AGER_OUEST_N,L11.003Y,USINE-A1_OND,A14,Y,"1,04",LOCAL,LOCAL-LTU,LTU USINE A1 / Local Onduleur,,,EXPLOI,,L10.269A,LA_DEFENSE,"48,89295","2,234783",,Non
AGER_OUEST_N,L11.004A,USINE-A11_HT1,A14,W,"0,097",LOCAL,LOCAL-LTU-HT,LTU USINE A11 / Local HT n°1,,,EXPLOI,,L10.286V,LA_DEFENSE,"48,89058","2,239408",,Non
AGER_OUEST_N,L11.005C,USINE-A11_HT2,A14,W,"0,097",LOCAL,LOCAL-LTU-HT,LTU USINE A11 / Local HT n°2,,,EXPLOI,,L10.286V,LA_DEFENSE,"48,89058","2,239408",,Non
AGER_OUEST_N,L11.006D,USINE-A11_TGBT,A14,W,"0,097",LOCAL,LOCAL-LTU,LTU USINE A11 / Local TGBT,,,EXPLOI,,L10.286V,LA_DEFENSE,"48,89058","2,239408",,Non
AGER_OUEST_N,L11.012K,USINE-A2_GTC,A14,Y,"0,081",LOCAL,LOCAL-LTU,LTU USINE A2 / Local GTC,,,EXPLOI,,L10.277K,LA_DEFENSE,"48,890903","2,242217",,Non
AGER_OUEST_N,L11.013L,USINE-A2_HT1,A14,Y,"0,081",LOCAL,LOCAL-LTU-HT,LTU USINE A2 / Local HT n°1,,,EXPLOI,,L10.277K,LA_DEFENSE,"48,890903","2,242217",,Non
AGER_OUEST_N,L11.014M,USINE-A2_HT2,A14,Y,"0,081",LOCAL,LOCAL-LTU-HT,LTU USINE A2 / Local HT n°2,,,EXPLOI,,L10.277K,LA_DEFENSE,"48,890903","2,242217",,Non
AGER_OUEST_N,L11.015N,USINE-A2_TGBT,A14,Y,"0,081",LOCAL,LOCAL-LTU,LTU USINE A2 / Local TGBT,,,EXPLOI,,L10.277K,LA_DEFENSE,"48,890903","2,242217",,Non
AGER_OUEST_N,L11.016P,USINE-A2_AF,A14,Y,"0,081",LOCAL,LOCAL-LTU,LTU USINE A2 / Local Ventilation,,,EXPLOI,,L10.277K,LA_DEFENSE,"48,890903","2,242217",,Non
AGER_OUEST_N,L11.017R,USINE-A3_HT1,A14,Y,"0,069",LOCAL,LOCAL-LTU-HT,LTU USINE A3 / Local HT n°1,,,EXPLOI,,L10.278L,LA_DEFENSE,"48,89041","2,243539",,Non
AGER_OUEST_N,L11.018S,USINE-A3_HT2,A14,Y,"0,069",LOCAL,LOCAL-LTU-HT,LTU USINE A3 / Local HT n°2,,,EXPLOI,,L10.278L,LA_DEFENSE,"48,89041","2,243539",,Non
AGER_OUEST_N,L11.019T,USINE-A3_OND,A14,Y,"0,069",LOCAL,LOCAL-LTU,LTU USINE A3 / Local Onduleur,,,EXPLOI,,L10.278L,LA_DEFENSE,"48,89041","2,243539",,Non
AGER_OUEST_N,L11.021V,USINE-A3_TGBT,A14,Y,"0,069",LOCAL,LOCAL-LTU,LTU USINE A3 / Local TGBT,,,EXPLOI,,L10.278L,LA_DEFENSE,"48,89041","2,243539",,Non
AGER_OUEST_N,L11.022W,USINE-A4_TGBT,A14,Y,"0,048",LOCAL,LOCAL-LTU,LTU USINE A4 / Local TGBT,,,EXPLOI,,L10.279M,LA_DEFENSE,"48,889576","2,24615",,Non
AGER_OUEST_N,L11.023X,USINE-A5_HT1,A14,Y,"0,035",LOCAL,LOCAL-LTU-HT,LTU USINE A5 / Local HT n°1,,,EXPLOI,,L10.281P,LA_DEFENSE,"48,889015","2,247681",,Non
AGER_OUEST_N,L11.024Y,USINE-A5_HT2,A14,Y,"0,035",LOCAL,LOCAL-LTU-HT,LTU USINE A5 / Local HT n°2,,,EXPLOI,,L10.281P,LA_DEFENSE,"48,889015","2,247681",,Non
AGER_OUEST_N,L11.025A,USINE-A5_TGBT1,A14,Y,"0,035",LOCAL,LOCAL-LTU,LTU USINE A5 / Local TGBT n°1,,,EXPLOI,,L10.281P,LA_DEFENSE,"48,889015","2,247681",,Non
AGER_OUEST_N,L11.026C,USINE-A5_TGBT2,A14,Y,"0,035",LOCAL,LOCAL-LTU,LTU USINE A5 / Local TGBT n°2,,,EXPLOI,,L10.281P,LA_DEFENSE,"48,889015","2,247681",,Non
AGER_OUEST_N,L11.027D,USINE-A5_TGBT3,A14,Y,"0,035",LOCAL,LOCAL-LTU,LTU USINE A5 / Local TGBT n°3,,,EXPLOI,,L10.281P,LA_DEFENSE,"48,889015","2,247681",,Non
AGER_OUEST_N,L11.028E,USINE-A6_HT1,A14,Y,"0,012",LOCAL,LOCAL-LTU-HT,LTU USINE A6 / Local HT n°1,,,EXPLOI,,L10.282R,LA_DEFENSE,"48,88825","2,250586",,Non
AGER_OUEST_N,L11.029F,USINE-A6_HT2,A14,Y,"0,012",LOCAL,LOCAL-LTU-HT,LTU USINE A6 / Local HT n°2,,,EXPLOI,,L10.282R,LA_DEFENSE,"48,88825","2,250586",,Non
AGER_OUEST_N,L11.031H,USINE-A6_TGBT,A14,Y,"0,012",LOCAL,LOCAL-LTU,LTU USINE A6 / Local TGBT - GTC,,,EXPLOI,,L10.282R,LA_DEFENSE,"48,88825","2,250586",,Non
AGER_OUEST_N,L11.032J,USINE-A6_AF,A14,Y,"0,012",LOCAL,LOCAL-LTU,LTU USINE A6 / Local Ventilation,,,EXPLOI,,L10.282R,LA_DEFENSE,"48,88825","2,250586",,Non
AGER_OUEST_N,L11.033K,USINE-A7_HT1,A14,W,"0,016",LOCAL,LOCAL-LTU-HT,LTU USINE A7 / Local HT n°1,,,EXPLOI,,L10.283S,LA_DEFENSE,"48,887733","2,249772",,Non
AGER_OUEST_N,L11.034L,USINE-A7_HT2,A14,W,"0,016",LOCAL,LOCAL-LTU-HT,LTU USINE A7 / Local HT n°2,,,EXPLOI,,L10.283S,LA_DEFENSE,"48,887733","2,249772",,Non
AGER_OUEST_N,L11.035M,USINE-A7_TGBT,A14,W,"0,016",LOCAL,LOCAL-LTU,LTU USINE A7 / Local TGBT - GTC,,,EXPLOI,,L10.283S,LA_DEFENSE,"48,887733","2,249772",,Non
AGER_OUEST_N,L11.036N,USINE-A8_GTC,A14,W,"0,057",LOCAL,LOCAL-LTU,LTU USINE A8 / Local GTC,,,EXPLOI,,L10.284T,LA_DEFENSE,"48,888943","2,244361",,Non
AGER_OUEST_N,L11.037P,USINE-A8_HT1,A14,W,"0,057",LOCAL,LOCAL-LTU-HT,LTU USINE A8 / Local HT n°1,,,EXPLOI,,L10.284T,LA_DEFENSE,"48,888943","2,244361",,Non
AGER_OUEST_N,L11.038R,USINE-A8_HT2,A14,W,"0,057",LOCAL,LOCAL-LTU-HT,LTU USINE A8 / Local HT n°2,,,EXPLOI,,L10.284T,LA_DEFENSE,"48,888943","2,244361",,Non
AGER_OUEST_N,L11.039S,USINE-A8_OND,A14,W,"0,057",LOCAL,LOCAL-LTU,LTU USINE A8 / Local Onduleur,,,EXPLOI,,L10.284T,LA_DEFENSE,"48,888943","2,244361",,Non
AGER_OUEST_N,L11.041U,USINE-A8_TGBT,A14,W,"0,057",LOCAL,LOCAL-LTU,LTU USINE A8 / Local TGBT,,,EXPLOI,,L10.284T,LA_DEFENSE,"48,888943","2,244361",,Non
AGER_OUEST_N,L11.042V,USINE-A8_AF,A14,W,"0,057",LOCAL,LOCAL-LTU,LTU USINE A8 / Local Ventilation,,,EXPLOI,,L10.284T,LA_DEFENSE,"48,888943","2,244361",,Non
AGER_OUEST_N,L11.043W,USINE-A9_TGBT,A14,W,"0,048",LOCAL,LOCAL-LTU,LTU USINE A9 / Local TGBT,,,EXPLOI,,L10.285U,LA_DEFENSE,"48,88898","2,245586",,Non
AGER_OUEST_B,L11.044X,USINE-EST_GTC,A13,Y,"0,0982",LOCAL,LOCAL-LTU,LTU USINE EST / Local GTC,,,EXPLOI,,L10.365P,AMBROISE_PARE,"48,848694","2,243481",,Non
AGER_OUEST_B,L11.045Y,USINE-EST_HT,A13,Y,"0,0982",LOCAL,LOCAL-LTU-HT,LTU USINE EST / Local HT,,,EXPLOI,,L10.365P,AMBROISE_PARE,"48,848694","2,243481",,Non
AGER_OUEST_B,L11.046A,USINE-EST_AF,A13,Y,"0,0982",LOCAL,LOCAL-LTU,LTU USINE EST / Local Ventilation,,,EXPLOI,,L10.365P,AMBROISE_PARE,"48,848694","2,243481",,Non
AGER_OUEST_B,L11.047C,SP_USINE-EST,A13,Y,"0,0982",LOCAL,LOCAL-SP,LTU USINE EST / Station de Pompage,,,EXPLOI,,L10.365P,AMBROISE_PARE,"48,84871","2,243597",,Non
AGER_OUEST_B,L11.048D,USINE-OUEST_GTC,A13,W,"1,084",LOCAL,LOCAL-LTU,LTU USINE OUEST / Local GTC,,,EXPLOI,,L10.364N,AMBROISE_PARE,"48,84807","2,232053",,Non
AGER_OUEST_B,L11.049E,USINE-OUEST_HT,A13,W,"1,084",LOCAL,LOCAL-LTU-HT,LTU USINE OUEST / Local HT,,,EXPLOI,,L10.364N,AMBROISE_PARE,"48,84807","2,232053",,Non
AGER_OUEST_B,L11.051G,USINE-OUEST_AF,A13,W,"1,084",LOCAL,LOCAL-LTU,LTU USINE OUEST / Local Ventilation,,,EXPLOI,,L10.364N,AMBROISE_PARE,"48,84807","2,232053",,Non
AGER_OUEST_N,L11.052H,X-NORD_HT,A14,Y,"4,08",LOCAL,LOCAL-LTU-HT,LTU X NORD / Local HT,,,EXPLOI,,L10.288X,LA_DEFENSE,"48,90352","2,198367",,Non
AGER_OUEST_N,L11.053J,X-SUD,A14,W,"4,02",LOCAL,LOCAL-LTU-USI,LTU X SUD,,,EXPLOI,,,LA_DEFENSE,"48,90337","2,198206",,Non
AGER_OUEST_N,L11.054K,X-SUD_HT,A14,W,"4,08",LOCAL,LOCAL-LTU-HT,LTU X SUD / Local HT,,,EXPLOI,,L11.053J,LA_DEFENSE,"48,90337","2,198206",,Non
AGER_SUD,L11.055L,NS/RS52R,A86SUD,E,"52,1112",LOCAL,LOCAL-NICHE,Niche sécurité NSE-001 - PAU RS52R - Tunnel d'Antony,LC,,EXPLOI,,,ANTONY,"48,761894","2,299986",,Non
AGER_SUD,L11.056M,NS/RS52S,A86SUD,E,"52,088",LOCAL,LOCAL-NICHE,Niche sécurité NSE-002 - PAU RS52S - Tunnel d'Antony,LC,,EXPLOI,,,ANTONY,"48,762566","2,303042",,Non
AGER_SUD,L11.057N,NS/RS52T,A86SUD,E,"52,0669",LOCAL,LOCAL-NICHE,Niche sécurité NSE-003 - PAU RS52T - Tunnel d'Antony,LC,,EXPLOI,,,ANTONY,"48,76322","2,305711",,Non
AGER_SUD,L11.058P,NS/RS52U,A86SUD,E,"52,0458",LOCAL,LOCAL-NICHE,Niche sécurité NSE-004 - PAU RS52U - Tunnel d'Antony,LC,,EXPLOI,,,ANTONY,"48,76347","2,308497",,Non
AGER_SUD,L11.059R,NS/RS52V,A86SUD,E,"52,027",LOCAL,LOCAL-NICHE,Niche sécurité NSE-005 - PAU RS52V - Tunnel d'Antony,LC,,EXPLOI,,,ANTONY,"48,76305","2,310972",,Non
AGER_SUD,L11.061T,NS/RS52A,A86SUD,I,"52,028",LOCAL,LOCAL-NICHE,Niche sécurité NSI-001 - PAU RS52A - Tunnel d'Antony,LC,,EXPLOI,,,ANTONY,"48,763206","2,311047",,Non
AGER_SUD,L11.062U,NS/RS52B,A86SUD,I,"52,0462",LOCAL,LOCAL-NICHE,Niche sécurité NSI-002 - PAU RS52B - Tunnel d'Antony,LC,,EXPLOI,,,ANTONY,"48,763638","2,3085",,Non
AGER_SUD,L11.063V,NS/RS52C,A86SUD,I,"52,0672",LOCAL,LOCAL-NICHE,Niche sécurité NSI-003 - PAU RS52C - Tunnel d'Antony,LC,,EXPLOI,,,ANTONY,"48,763344","2,305681",,Non
AGER_SUD,L11.064W,NS/RS52D,A86SUD,I,"52,088",LOCAL,LOCAL-NICHE,Niche sécurité NSI-004 - PAU RS52D - Tunnel d'Antony,LC,,EXPLOI,,,ANTONY,"48,762726","2,302961",,Non
AGER_SUD,L11.065X,NS/RS52E,A86SUD,I,"52,112",LOCAL,LOCAL-NICHE,Niche sécurité NSI-005 - PAU RS52E - Tunnel d'Antony,LC,,EXPLOI,,,ANTONY,"48,76202","2,299931",,Non
