Entité,Tatouage,Code Exploitant,Axe,Sens,Pr,Famille ,Type famille,Description de l'équipement,Type d'axe,Axe 2aire,État,Local,Équipement parent,Tunnel,Latitude,Longitude,Mise en service le,Sirius 3.0
AGER_OUEST_N,FORFAIT_BATI_OUEST-N,,X,X,"999,9999",LOCAL,FORFAIT-LOCAL,Code fictif pour forfait Batiment Secteur NANTERRE,,,EXPLOI,,,HORS_TUNNEL,,,,Non
AGER_EST,FORFAIT_PORTES_EST,,X,X,"999,9999",LOCAL,FORFAIT-LOCAL,Code fictif pour forfait PORTES tous sites Secteur EST,,,EXPLOI,,,HORS_TUNNEL,,,,Non
AGER_EST,GPE_BATI_EST,,X,X,"999,9999",LOCAL,,"Groupe divers batiments (issue de secours, …) Secteur EST",,,EXPLOI,,,,,,,Non
AGER_NORD,GPE_BATI_NORD,,X,X,"999,9999",LOCAL,,"Groupe divers batiments (issue de secours, …) Secteur NORD",,,EXPLOI,,,,,,,Non
AGER_OUEST_B,GPE_BATI_OUEST-B,,X,X,"999,9999",LOCAL,,"Groupe divers bâtiments (issue de secours, …) Secteur BOULOGNE",,,EXPLOI,,,,,,,Non
AGER_OUEST_N,GPE_BATI_OUEST-N,,X,X,"999,9999",LOCAL,,"Groupe divers bâtiments (issue de secours, …) Secteur NANTERRE",,,EXPLOI,,,,,,,Non
AGER_SUD,GPE_BATI_SUD,,X,X,"999,9999",LOCAL,,"Groupe divers batiments (issue de secours, …) Secteur SUD",,,EXPLOI,,,,,,,Non
AGER_NORD,L10.003J,ST86.5,A86NORD,E,"15,0826",LOCAL,LOCAL-ST,ST 86.5,,,EXPLOI,,L10.447M,HORS_TUNNEL,"48,92375","2,383681",,Non
AGER_NORD,L10.004K,PL_GUICHARD,A1,W,"2,04",LOCAL,LOCAL-PL,PL de Guichard (mitoyen avec Express) - Saint Denis,,,EXPLOI,,,HORS_TUNNEL,"48,92289","2,356356",,Non
AGER_NORD,L10.005L,ST1.1,A1,W,"2,04",LOCAL,LOCAL-ST,ST 1.1,,,EXPLOI,,,HORS_TUNNEL,"48,92292","2,356181",,Non
AGER_NORD,L10.007N,PC_ST1.2,A1,W,4,LOCAL,LOCAL-PC,PC DEN + ST 1.2 - Saint Denis,,,EXPLOI,,,HORS_TUNNEL,"48,932465","2,370203",,Non
AGER_NORD,L10.008P,ST86.6,A86NORD,I,"17,006",LOCAL,LOCAL-ST,ST 86.6,,,EXPLOI,,,HORS_TUNNEL,"48,925682","2,399989",,Non
AGER_NORD,L10.012U,ST1.4,A1,Y,"8,05",LOCAL,LOCAL-ST,ST 1.4,,,EXPLOI,,,HORS_TUNNEL,"48,941746","2,430242",,Non
AGER_NORD,L10.013V,PL_AULNAY,A3,W,14,LOCAL,LOCAL-PL,PL AUL - Aulnay,,,EXPLOI,,,HORS_TUNNEL,"48,961075","2,473169",,Non
AGER_NORD,L10.014W,LC AUL_ST1.5,A3,W,14,LOCAL,LOCAL-LC,LC AUL + ST 1.5 - Aulnay,,,EXPLOI,,,HORS_TUNNEL,"48,961075","2,473169",,Non
AGER_NORD,L10.015X,ST1.6,A3,Y,"16,02",LOCAL,LOCAL-ST,ST 1.6,,,EXPLOI,,,HORS_TUNNEL,"48,97348","2,488275",,Non
AGER_NORD,L10.016Y,ST1.7,A1,Y,16,LOCAL,LOCAL-ST,ST 1.7,,,EXPLOI,,,HORS_TUNNEL,"48,98595","2,506908",,Non
AGER_NORD,L10.017A,ST104.6,A104NORD,I,"3,08",LOCAL,LOCAL-ST,ST 104.6,,,DECONF,,,HORS_TUNNEL,"48,957558","2,529414",,Non
AGER_EST,L10.019D,ST104.4,A104EST,E,"11,03",LOCAL,LOCAL-ST,ST 104.4,,,EXPLOI,,,HORS_TUNNEL,"48,966892","2,605481",,Non
AGER_EST,L10.021F,ST104.3,A104EST,E,"15,05",LOCAL,LOCAL-ST,ST 104.3,,,EXPLOI,,,HORS_TUNNEL,"48,93626","2,628483",,Non
AGER_EST,L10.022G,TR104.3,A104EST,E,17,LOCAL,LOCAL-TR,TR 104.3,,,EXPLOI,,,HORS_TUNNEL,"48,92328","2,630525",,Non
AGER_EST,L10.023H,ST104.2,A104EST,I,"19,07",LOCAL,LOCAL-ST,ST 104.2,,,EXPLOI,,,HORS_TUNNEL,"48,902893","2,647214",,Non
AGER_EST,L10.024J,ST104.1,A104EST,E,"24,04",LOCAL,LOCAL-ST,ST 104.1,,,EXPLOI,,,HORS_TUNNEL,"48,867577","2,670817",,Non
AGER_EST,L10.025K,TR104.1,A104EST,E,"26,03",LOCAL,LOCAL-TR,TR 104.1,,,EXPLOI,,,HORS_TUNNEL,"48,85215","2,662397",,Non
AGER_EST,L10.026L,ST4.9,A4,Y,"21,08",LOCAL,LOCAL-ST,ST 4.9,,,EXPLOI,,,HORS_TUNNEL,"48,83177","2,669683",,Non
AGER_EST,L10.027M,LC MAU_ST4.8,A4,Y,"17,08",LOCAL,LOCAL-LC,LC MAU + ST 4.8 - Val Maubuée,,,EXPLOI,,,HORS_TUNNEL,"48,829586","2,616183",,Non
AGER_EST,L10.028N,PL_MAUBUEE,A4,Y,"18,08",LOCAL,LOCAL-PL,PL MAU - Val Maubuée,,,EXPLOI,,,HORS_TUNNEL,"48,830105","2,629994",,Non
AGER_EST,L10.029P,ST4.7,A4,Y,"14,08",LOCAL,LOCAL-ST,ST 4.7,,,EXPLOI,,,HORS_TUNNEL,"48,83471","2,576086",,Non
AGER_EST,L10.031S,ST4.6,A4,Y,"12,07",LOCAL,LOCAL-ST,ST 4.6,,,EXPLOI,,,HORS_TUNNEL,"48,83605","2,546756",,Non
AGER_EST,L10.032T,PC_ST4.5,A4,Y,"10,04",LOCAL,LOCAL-PC,PC RAT + ST 4.5 - Ratraits,,,EXPLOI,,,HORS_TUNNEL,"48,826027","2,523514",,Non
AGER_EST,L10.033U,TR4.5,A4,Y,"10,04",LOCAL,LOCAL-TR,TR 4.5,,,EXPLOI,,,HORS_TUNNEL,"48,825974","2,523686",,Non
AGER_EST,L10.034V,PI_A86-A4,A4,Y,"7,09",LOCAL,LOCAL-PI,PI A86-A4,,,EXPLOI,,,HORS_TUNNEL,"48,829826","2,487842",,Non
AGER_EST,L10.035W,ST4.4,A4,Y,"7,08",LOCAL,LOCAL-ST,ST 4.4,,,EXPLOI,,,HORS_TUNNEL,"48,829567","2,486553",,Non
AGER_EST,L10.036X,ST4.3,A4,W,"6,02",LOCAL,LOCAL-ST,ST 4.3,,,EXPLOI,,,HORS_TUNNEL,"48,82657","2,464964",,Non
AGER_EST,L10.037Y,LC CRI_ST86.7,A86EST,E,"37,074",LOCAL,LOCAL-LC,LC CRI + ST 86.7 - Créteil,,,EXPLOI,,,HORS_TUNNEL,"48,800556","2,448797",,Non
AGER_EST,L10.038A,PL_CANADIENS,A4,W,"4,09",LOCAL,LOCAL-PL,PL CANADIENS,,,EXPLOI,,,HORS_TUNNEL,"48,817097","2,452436",,Non
AGER_EST,L10.039C,ST4.2,A4,Y,3,LOCAL,LOCAL-ST,ST 4.2,,,EXPLOI,,,HORS_TUNNEL,"48,81709","2,430156",,Non
AGER_EST,L10.041E,ST4.1,A4,Y,"0,085",LOCAL,LOCAL-ST,ST 4.1,,,EXPLOI,,,HORS_TUNNEL,"48,82015","2,401889",,Non
AGER_EST,L10.042F,USINE_DE_LA_GARE,A86EST,I,"31,041",LOCAL,LOCAL-LSP,LC USI (Usine de la gare de Nogent ),,,EXPLOI,,L10.308W,HORS_TUNNEL,"48,839542","2,493119",,Non
AGER_EST,L10.043G,PI_A86-EST,A86EST,I,"30,01",LOCAL,LOCAL-PI,PI A86-EST,,,EXPLOI,,,HORS_TUNNEL,"48,86043","2,484442",,Non
AGER_NORD,L10.044H,TRW10.735,A86NORD,E,28,LOCAL,LOCAL-TR,TR W10.735,,,EXPLOI,,,HORS_TUNNEL,"48,86949","2,482733",,Non
AGER_NORD,L10.046K,ST3.1,A3,Y,2,LOCAL,LOCAL-ST,ST 3.1,,,EXPLOI,,,HORS_TUNNEL,"48,872776","2,436014",,Non
AGER_NORD,L10.048M,ST3.3,A3,W,"9,01",LOCAL,LOCAL-ST,ST 3.3,,,EXPLOI,,,HORS_TUNNEL,"48,915043","2,477261",,Non
AGER_NORD,L10.049N,ST3.4,A3,Y,12,LOCAL,LOCAL-ST,ST 3.4,,,EXPLOI,,,HORS_TUNNEL,"48,942867","2,4785",,Non
AGER_SUD,L10.051R,TR6.1,A6A,W,1,LOCAL,LOCAL-TR,TR 6.1,,,EXPLOI,,,HORS_TUNNEL,"48,80859","2,341256",,Non
AGER_SUD,L10.052S,PL_PAULY,A6A,W,"0,01",LOCAL,LOCAL-PL,PL PAULY - Gentilly,,,EXPLOI,,,HORS_TUNNEL,"48,816277","2,337433",,Non
AGER_SUD,L10.053T,PC_ST6.1,A6A,W,1,LOCAL,LOCAL-PC,PC ARC + ST 6.1 - Arcueil,,,EXPLOI,,,HORS_TUNNEL,"48,80857","2,341031",,Non
AGER_SUD,L10.054U,ST6.2,A6A,W,2,LOCAL,LOCAL-ST,ST 6.2,,,EXPLOI,,,HORS_TUNNEL,"48,79925","2,342947",,Non
AGER_SUD,L10.055V,ST6.3,A6B,W,"3,04",LOCAL,LOCAL-ST,ST 6.3,,,EXPLOI,,,HORS_TUNNEL,"48,787605","2,345956",,Non
AGER_SUD,L10.056W,ST6.4,A6A,W,"5,06",LOCAL,LOCAL-ST,ST 6.4,,,EXPLOI,,,HORS_TUNNEL,"48,768005","2,344828",,Non
AGER_SUD,L10.057X,LC FRE_ST6.5,A6B,W,"6,09",LOCAL,LOCAL-LC,LC FRE + ST 6.5 - Fresnes,,,EXPLOI,,,HORS_TUNNEL,"48,757496","2,339336",,Non
AGER_SUD,L10.058Y,ST186.1,A86SUD,I,"51,044",LOCAL,LOCAL-ST,ST 186.1 (Frères Lumière),L,,EXPLOI,,L10.268Y,FRESNES,"48,760662","2,323236",,Non
AGER_SUD,L10.061D,ST6.6,A6,W,"9,0526",LOCAL,LOCAL-ST,ST 6.6,,,EXPLOI,,,HORS_TUNNEL,"48,737087","2,317636",,Non
AGER_SUD,L10.062E,LC CHI_ST6.7,A6,W,"12,0802",LOCAL,LOCAL-LC,LC CHI + ST 6.7 - Chilly-Mazarin,,,EXPLOI,,,HORS_TUNNEL,"48,70889","2,307189",,Non
AGER_SUD,L10.065H,ST6.8,A6,W,"15,05",LOCAL,LOCAL-ST,ST 6.8,,,EXPLOI,,,HORS_TUNNEL,"48,68869","2,324825",,Non
AGER_SUD,L10.066J,TR6.9,A6,Y,"17,075",LOCAL,LOCAL-TR,TR 6.9,,,EXPLOI,,,HORS_TUNNEL,"48,67369","2,343486",,Non
AGER_SUD,L10.067K,ST6.9,A6,W,"19,07",LOCAL,LOCAL-ST,ST 6.9,,,EXPLOI,,,HORS_TUNNEL,"48,664757","2,364986",,Non
AGER_SUD,L10.069M,ST6.10,A6,W,"23,03",LOCAL,LOCAL-ST,ST 6.10,,,EXPLOI,,,HORS_TUNNEL,"48,6394","2,395742",,Non
AGER_SUD,L10.072R,TR6.10W,A6,W,"22,005",LOCAL,LOCAL-TR,TR 6.10 W,,,EXPLOI,,,HORS_TUNNEL,"48,648895","2,386589",,Non
AGER_SUD,L10.073S,PL_CORBEIL,A6,W,"27,047",LOCAL,LOCAL-PL,PL COR - Corbeil Essonnes,,,EXPLOI,,,HORS_TUNNEL,"48,611385","2,433278",,Non
AGER_SUD,L10.074T,LC COR_ST6.11,A6,W,"27,08",LOCAL,LOCAL-LC,LC COR + ST 6.11 - Corbeil Essonnes,,,EXPLOI,,,HORS_TUNNEL,"48,60826","2,43445",,Non
AGER_SUD,L10.075U,ST447.1,N104SUD,I,"32,09",LOCAL,LOCAL-ST,ST 447.1,,,EXPLOI,,,HORS_TUNNEL,"48,627285","2,476486",,Non
AGER_SUD,L10.076V,STFR8,N104SUD,I,"28,02",LOCAL,LOCAL-ST,ST FR8,,,EXPLOI,,,HORS_TUNNEL,"48,635723","2,534964",,Non
AGER_SUD,L10.077W,PI_FR8,N104SUD,I,"28,02",LOCAL,LOCAL-PI,PI N104-A5 (FR8),,,EXPLOI,,,HORS_TUNNEL,"48,635723","2,534964",,Non
AGER_SUD,L10.078X,STFR7,N104SUD,I,"25,02",LOCAL,LOCAL-ST,ST FR7,,,EXPLOI,,,HORS_TUNNEL,"48,647213","2,564003",,Non
AGER_EST,L10.079Y,LC BRI_STFR6,N104SUD,I,21,LOCAL,LOCAL-LC,LC BRI + ST FR6 - Brie Comte Robert,,,EXPLOI,,,HORS_TUNNEL,"48,65228","2,613067",,Non
AGER_EST,L10.081C,PL_BRIE,N104EST,I,"18,005",LOCAL,LOCAL-PL,PL BRI - Brie Comte Robert (ST-FR5),,,EXPLOI,,,HORS_TUNNEL,"48,676586","2,609406",,Non
AGER_EST,L10.082D,STFR5,N104EST,I,"18,005",LOCAL,LOCAL-ST,ST FR5,,,EXPLOI,,,HORS_TUNNEL,"48,676533","2,609408",,Non
AGER_EST,L10.083E,STFR4,N104EST,I,16,LOCAL,LOCAL-ST,ST FR4,E,N19,EXPLOI,,,HORS_TUNNEL,"48,70323","2,595533",,Non
AGER_EST,L10.084F,STFR3,N104EST,I,"11,09",LOCAL,LOCAL-ST,ST FR3,,,EXPLOI,,,HORS_TUNNEL,"48,73305","2,609761",,Non
AGER_EST,L10.085G,STFR2,N104EST,I,"7,01",LOCAL,LOCAL-ST,ST FR2,,,EXPLOI,,,HORS_TUNNEL,"48,77265","2,611211",,Non
AGER_EST,L10.086H,STFR1,N104EST,I,"3,08",LOCAL,LOCAL-ST,ST FR1,,,EXPLOI,,,HORS_TUNNEL,"48,80157","2,625444",,Non
AGER_SUD,L10.091N,ST186.2_SC_ANT,A86SUD,E,"52,08",LOCAL,LOCAL-ST,ST 186.2 et SC ANT - Antony,L,,EXPLOI,,,ANTONY,"48,762283","2,304106",,Non
AGER_EST,L10.092P,STE6.174,A86EST,E,"32,048",LOCAL,LOCAL-ST,ST E 6.174,,,EXPLOI,,,NOGENT,"48,83077","2,490694",,Non
AGER_EST,L10.093R,STE6.475,A86EST,E,"32,018",LOCAL,LOCAL-ST,ST E 6.475,,,EXPLOI,,,NOGENT,"48,833904","2,493078",,Non
AGER_EST,L10.094S,STE6.878,A86EST,E,"31,078",LOCAL,LOCAL-ST,ST E 6.878,,,EXPLOI,,,NOGENT,"48,836254","2,494244",,Non
AGER_EST,L10.095T,STE7.266,A86EST,E,"31,038",LOCAL,LOCAL-ST,ST E 7.266,,,EXPLOI,,,NOGENT,"48,84042","2,493247",,Non
AGER_EST,L10.096U,STE7.743,A86EST,E,"30,09",LOCAL,LOCAL-ST,ST E 7.743,,,EXPLOI,,,NOGENT,"48,844357","2,493139",,Non
AGER_EST,L10.097V,STE8.057,A86EST,E,"30,058",LOCAL,LOCAL-ST,ST E 8.057,,,EXPLOI,,,NOGENT,"48,84724","2,492042",,Non
AGER_EST,L10.098W,STE8.462,A86EST,E,"30,018",LOCAL,LOCAL-ST,ST E 8.462,,,EXPLOI,,,NOGENT,"48,85075","2,490894",,Non
AGER_EST,L10.099X,STE8.962,A86EST,E,"29,068",LOCAL,LOCAL-ST,ST E 8.962,,,EXPLOI,,,NOGENT,"48,85528","2,489486",,Non
AGER_EST,L10.101A,STE9.321,A86EST,E,"29,032",LOCAL,LOCAL-ST,ST E 9.321,,,EXPLOI,,,,"48,85825","2,488158",,Non
AGER_EST,L10.102C,STE10.735,A86EST,E,29,LOCAL,LOCAL-ST,ST E 10.735,,,EXPLOI,,,NOGENT,"48,86951","2,482747",,Non
AGER_EST,L10.103D,STW0.418,A86EST,I,"29,005",LOCAL,LOCAL-ST,ST W 0.418,,,EXPLOI,,,,"48,859863","2,485378",,Non
AGER_EST,L10.104E,STW0.750,A86EST,I,"29,04",LOCAL,LOCAL-ST,ST W 0.750,,,EXPLOI,,,NOGENT,"48,857227","2,487614",,Non
AGER_EST,L10.105F,STW1.148,A86EST,I,"29,08",LOCAL,LOCAL-ST,ST W 1.148,,,EXPLOI,,,NOGENT,"48,85379","2,488667",,Non
AGER_EST,L10.106G,STW1.465,A86EST,I,"30,01",LOCAL,LOCAL-ST,ST W 1.465,,,EXPLOI,,,NOGENT,"48,85108","2,489781",,Non
AGER_EST,L10.107H,STW1.962,A86EST,I,"30,06",LOCAL,LOCAL-ST,ST W 1.962,,,EXPLOI,,,NOGENT,"48,846848","2,491583",,Non
AGER_EST,L10.108J,STW2.335,A86EST,I,"30,098",LOCAL,LOCAL-ST,ST W 2.335,,,EXPLOI,,,NOGENT,"48,84344","2,492497",,Non
AGER_EST,L10.109K,STW2.712,A86EST,I,"31,035",LOCAL,LOCAL-ST,ST W 2.712,,,EXPLOI,,,NOGENT,"48,840427","2,492894",,Non
AGER_EST,L10.111M,STW3.209,A86EST,I,"31,086",LOCAL,LOCAL-ST,ST W 3.209,,,EXPLOI,,,NOGENT,"48,836258","2,494058",,Non
AGER_EST,L10.112N,STW3.496,A86EST,I,"32,014",LOCAL,LOCAL-ST,ST W 3.496,,,EXPLOI,,,NOGENT,"48,83268","2,492131",,Non
AGER_EST,L10.113P,STW3.883,A86EST,I,"32,052",LOCAL,LOCAL-ST,ST W 3.883,,,EXPLOI,,,NOGENT,"48,830624","2,488603",,Non
AGER_EST,L10.114R,ST1,A86EST,I,"40,045",LOCAL,LOCAL-ST,ST 1,,,EXPLOI,,,HORS_TUNNEL,"48,777943","2,439897",,Non
AGER_EST,L10.115S,ST2,A86EST,I,"43,01",LOCAL,LOCAL-ST,ST 2,,,EXPLOI,,,HORS_TUNNEL,"48,774433","2,403433",,Non
AGER_EST,L10.116T,ST3,A86EST,E,"46,06",LOCAL,LOCAL-ST,ST 3,,,EXPLOI,,,HORS_TUNNEL,"48,757347","2,384264",,Non
AGER_EST,L10.117U,ST4,N186B,E,48,LOCAL,LOCAL-ST,ST 4,E,D7,EXPLOI,,,HORS_TUNNEL,"48,753235","2,367842",,Non
AGER_SUD,L10.118V,ST5,A86SUD,I,"50,01",LOCAL,LOCAL-ST,ST 5,E,A6B,EXPLOI,,,HORS_TUNNEL,"48,757526","2,339453",,Non
AGER_EST,L10.119W,REPONSE,A86EST,E,"45,03",LOCAL,LOCAL-LSP,LSP CD60,,,EXPLOI,,L10.344P,MOULIN,"48,767216","2,378861",,Non
AGER_EST,L10.121Y,ST406.1,N406,W,"4,09",LOCAL,LOCAL-ST,ST 406.1,,,EXPLOI,,,HORS_TUNNEL,"48,758636","2,480986",,Non
AGER_OUEST_N,L10.122A,NS/NM01R,N1013,W,"0,0379",LOCAL,LOCAL-NICHE,Niche sécurité NSW-701 - PAU NM01R - Tunnel de Nanterre-La Défense,E,A14,EXPLOI,,,LA_DEFENSE,"48,889957","2,239356",,Non
AGER_OUEST_N,L10.123C,NS/NM00R,N1013,W,"0,023",LOCAL,LOCAL-NICHE,Niche sécurité NSW-702 - PAU NM00R - Tunnel de Nanterre-La Défense,E,A14,EXPLOI,,,LA_DEFENSE,"48,890278","2,240661",,Non
AGER_OUEST_N,L10.124D,NS/NG01R,N192,W,"0,0509",LOCAL,LOCAL-NICHE,Niche sécurité NSW-601 - PAU NG01R - Tunnel de Nanterre-La Défense,E,A14,EXPLOI,,,LA_DEFENSE,"48,892075","2,240956",,Non
AGER_OUEST_N,L10.125E,NS/NG00S,N192,W,"0,0324",LOCAL,LOCAL-NICHE,Niche sécurité NSW-602 - PAU NG00S - Tunnel de Nanterre-La Défense,E,A14,EXPLOI,,,LA_DEFENSE,"48,889793","2,243714",,Non
AGER_OUEST_N,L10.126F,NS/NG00R,N192,W,"0,0238",LOCAL,LOCAL-NICHE,Niche sécurité NSW-603 - PAU NG00R - Tunnel de Nanterre-La Défense,E,A14,EXPLOI,,,LA_DEFENSE,"48,89077","2,241594",,Non
AGER_OUEST_N,L10.127G,LC DEF_ST14.2,A14,Y,"1,0415",LOCAL,LOCAL-LC,LC DEF + ST 14.2 - La Défense,,,EXPLOI,,,LA_DEFENSE,"48,893234","2,234608",,Non
AGER_OUEST_N,L10.128H,ST14.1,A14,W,"0,037",LOCAL,LOCAL-ST,ST 14.1,,,EXPLOI,,,LA_DEFENSE,"48,88722","2,251472",,Non
AGER_OUEST_N,L10.129J,NS/NR00A,A14,Y,"0,0129",LOCAL,LOCAL-NICHE,Niche sécurité NSY-001 - PAU NR00A - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,888294","2,250061",,Non
AGER_OUEST_N,L10.131L,NS/NR00B,A14,Y,"0,023",LOCAL,LOCAL-NICHE,Niche sécurité NSY-002 - PAU NR00B - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,888763","2,24905",,Non
AGER_OUEST_N,L10.132M,NS/NR00C,A14,Y,"0,0371",LOCAL,LOCAL-NICHE,Niche sécurité NSY-003 - PAU NR00C - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,889248","2,247158",,Non
AGER_OUEST_N,L10.133N,NS/NR00D,A14,Y,"0,0531",LOCAL,LOCAL-NICHE,Niche sécurité NSY-004 - PAU NR00D - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,889763","2,245311",,Non
AGER_OUEST_N,L10.134P,NS/NR00E,A14,Y,"0,0679",LOCAL,LOCAL-NICHE,Niche sécurité NSY-005 - PAU NR00E - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,890324","2,243628",,Non
AGER_OUEST_N,L10.135R,NS/NR00F,A14,Y,"0,0778",LOCAL,LOCAL-NICHE,Niche sécurité NSY-006 - PAU NR00F - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,89098","2,242117",,Non
AGER_OUEST_N,L10.136S,NS/NR01A,A14,Y,"0,0946",LOCAL,LOCAL-NICHE,Niche sécurité NSY-007 - PAU NR01A - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,89149","2,240519",,Non
AGER_OUEST_N,L10.137T,NS/NR01B,A14,Y,"1,0078",LOCAL,LOCAL-NICHE,Niche sécurité NSY-008 - PAU NR01B - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,892105","2,238544",,Non
AGER_OUEST_N,L10.138U,NS/NR01C,A14,Y,"1,0285",LOCAL,LOCAL-NICHE,Niche sécurité NSY-009 - PAU NR01C - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,892715","2,236289",,Non
AGER_OUEST_N,L10.139V,NS/NR01D,A14,Y,"1,0443",LOCAL,LOCAL-NICHE,Niche sécurité NSY-010 - PAU NR01D - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,893276","2,234153",,Non
AGER_OUEST_N,L10.141X,NS/NR01E,A14,Y,"1,0662",LOCAL,LOCAL-NICHE,Niche sécurité NSY-011 - PAU NR01E - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,89413","2,23145",,Non
AGER_OUEST_N,L10.142Y,NS/NR01F,A14,Y,"1,0836",LOCAL,LOCAL-NICHE,Niche sécurité NSY-012 - PAU NR01F - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,894947","2,228881",,Non
AGER_OUEST_N,L10.143A,NS/NR02A,A14,Y,"2,0007",LOCAL,LOCAL-NICHE,Niche sécurité NSY-013 - PAU NR02A - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,89553","2,227064",,Non
AGER_OUEST_N,L10.144C,NS/NR01G,N314,Y,"1,08",LOCAL,LOCAL-NICHE,Niche sécurité NSY-501 (n°9) - PAU NR01G - Tunnel de Nanterre-La Défense,E,A14,EXPLOI,,,LA_DEFENSE,"48,895786","2,228411",,Non
AGER_OUEST_N,L10.145D,NS/NR02B,N314,Y,2,LOCAL,LOCAL-NICHE,Niche sécurité NSY-502 (n°11) - PAU NR02B - Tunnel de Nanterre-La Défense,E,A14,EXPLOI,,,LA_DEFENSE,"48,895664","2,227225",,Non
AGER_OUEST_N,L10.146E,NS/NR02C,A14,Y,"2,0267",LOCAL,LOCAL-NICHE,Niche sécurité NSY-014 - PAU NR02C - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,896557","2,223972",,Non
AGER_OUEST_N,L10.147F,NS/NR02D,A14,Y,"2,0346",LOCAL,LOCAL-NICHE,Niche sécurité NSY-015 - PAU NR02D - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,896833","2,222975",,Non
AGER_OUEST_N,L10.148G,NS/NR02E,A14,Y,"2,0573",LOCAL,LOCAL-NICHE,Niche sécurité NSY-016 - PAU NR02E - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,897808","2,219814",,Non
AGER_OUEST_N,L10.149H,NS/NR02F,A14,Y,"2,0779",LOCAL,LOCAL-NICHE,Niche sécurité NSY-017 - PAU NR02F - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,898468","2,217503",,Non
AGER_OUEST_N,L10.151K,NS/NR03A,A14,Y,3,LOCAL,LOCAL-NICHE,Niche sécurité NSY-018 - PAU NR03A - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,899143","2,214744",,Non
AGER_OUEST_N,L10.152L,NS/NR03B,A14,Y,"3,0141",LOCAL,LOCAL-NICHE,Niche sécurité NSY-019 - PAU NR03B - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,899593","2,212964",,Non
AGER_OUEST_N,L10.153M,NS/NR03C,A14,Y,"3,029",LOCAL,LOCAL-NICHE,Niche sécurité NSY-020 - PAU NR03C - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,900043","2,211008",,Non
AGER_OUEST_N,L10.154N,NS/NR03D,A14,Y,"3,0457",LOCAL,LOCAL-NICHE,Niche sécurité NSY-021 - PAU NR03D - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,90049","2,208689",,Non
AGER_OUEST_N,L10.155P,NS/NR03E,A14,Y,"3,0628",LOCAL,LOCAL-NICHE,Niche sécurité NSY-022 - PAU NR03E - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,901043","2,206353",,Non
AGER_OUEST_N,L10.156R,NS/NR03F,A14XA86,Y>E,"3,0784",LOCAL,LOCAL-NICHE,Niche sécurité NSY-023 - PAU NR03F - Tunnel de Nanterre-La Défense,LC,B1,EXPLOI,,,ECHANGEUR_NANTERRE,"48,90148","2,204367",,Non
AGER_OUEST_N,L10.157S,NS/NR03G,A14,Y,"3,0956",LOCAL,LOCAL-NICHE,Niche sécurité NSY-024 - PAU NR03G - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,902073","2,202206",,Non
AGER_OUEST_N,L10.158T,NS/NR04A,A14,Y,"4,0142",LOCAL,LOCAL-NICHE,Niche sécurité NSY-025 - PAU NR04A - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,902843","2,200011",,Non
AGER_OUEST_N,L10.159U,NS/NR04R,A14,W,"4,0151",LOCAL,LOCAL-NICHE,Niche sécurité NSW-001 - PAU NR04R - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,9026","2,199844",,Non
AGER_OUEST_N,L10.161W,NS/NR03R,A14,W,"3,0927",LOCAL,LOCAL-NICHE,Niche sécurité NSW-002 - PAU NR03R - Tunnel de Nanterre-La Défense,LC,,EXPLOI,,,LA_DEFENSE,"48,90175","2,201986",,Non
